Date,FB,AAPL,AMZN,NFLX,GOOGL,TSLA
2017-03-13,139.60000610351562,135.5557861328125,854.5900268554688,143.52000427246094,864.5800170898438,246.1699981689453
2017-03-14,139.32000732421875,135.3512725830078,852.530029296875,143.19000244140625,865.9099731445312,258.0
2017-03-15,139.72000122070312,136.78282165527344,852.969970703125,145.25,868.3900146484375,255.72999572753906
2017-03-16,139.99000549316406,137.00677490234375,853.4199829101562,144.38999938964844,870.0,262.04998779296875
2017-03-17,139.83999633789062,136.32513427734375,852.3099975585938,145.11000061035156,872.3699951171875,261.5
2017-03-20,139.94000244140625,137.75665283203125,856.969970703125,145.8300018310547,867.9099731445312,261.9200134277344
2017-03-21,138.50999450683594,136.1790313720703,843.2000122070312,142.4199981689453,850.1400146484375,250.67999267578125
2017-03-22,139.58999633789062,137.71768188476562,848.0599975585938,142.64999389648438,849.7999877929688,255.00999450683594
2017-03-23,139.52999877929688,137.23077392578125,847.3800048828125,141.83999633789062,839.6500244140625,254.77999877929688
2017-03-24,140.33999633789062,136.95811462402344,845.6099853515625,142.02000427246094,835.1400146484375,263.1600036621094
2017-03-27,140.32000732421875,137.1918487548828,846.8200073242188,144.05999755859375,838.510009765625,270.2200012207031
2017-03-28,141.75999450683594,140.03536987304688,856.0,145.1699981689453,840.6300048828125,277.45001220703125
2017-03-29,142.64999389648438,140.3470001220703,874.3200073242188,146.47000122070312,849.8699951171875,277.3800048828125
2017-03-30,142.41000366210938,140.16197204589844,876.3400268554688,148.05999755859375,849.47998046875,277.9200134277344
2017-03-31,142.0500030517578,139.8990478515625,886.5399780273438,147.80999755859375,847.7999877929688,278.29998779296875
2017-04-03,142.27999877929688,139.93800354003906,891.510009765625,146.9199981689453,856.75,298.5199890136719
2017-04-04,141.72999572753906,140.97998046875,906.8300170898438,145.5,852.5700073242188,303.70001220703125
2017-04-05,141.85000610351562,140.24961853027344,909.280029296875,143.6199951171875,848.9099731445312,295.0
