Date,TSLA,AAPL,NVDA,NFLX,AMZN,MU,GOOGL,FB,BABA,GS,ROKU,AVGO,AMD,WMT
2013-01-02,35.36000061035156,55.923736572265625,11.848505020141602,13.144286155700684,257.30999755859375,6.630000114440918,361.98699951171875,28.0,,121.92171478271484,,29.288015365600586,2.5299999713897705,59.67898941040039
2013-01-03,34.77000045776367,55.217864990234375,11.857818603515625,13.798571586608887,258.4800109863281,6.900000095367432,362.19720458984375,27.770000457763672,,121.2549819946289,,29.44102668762207,2.490000009536743,59.29974365234375
2013-01-04,34.400001525878906,53.679771423339844,12.249040603637695,13.71142864227295,259.1499938964844,6.960000038146973,369.3543395996094,28.760000228881836,,124.56092834472656,,29.252012252807617,2.5899999141693115,59.523868560791016
2013-01-07,34.34000015258789,53.364013671875,11.89508056640625,14.171428680419922,268.4599914550781,7.179999828338623,367.74273681640625,29.420000076293945,,124.32939147949219,,29.09000015258789,2.6700000762939453,58.954986572265625
2013-01-08,33.68000030517578,53.50763702392578,11.634263038635254,13.880000114440918,266.3800048828125,7.230000019073486,367.01702880859375,29.059999465942383,,123.20891571044922,,28.891986846923828,2.6700000762939453,59.11875915527344
2013-01-09,33.63999938964844,52.67136001586914,11.37344741821289,13.701428413391113,266.3500061035156,7.309999942779541,369.429443359375,30.59000015258789,,124.38496398925781,,29.531028747558594,2.630000114440918,59.10151672363281
2013-01-10,33.529998779296875,53.32429122924805,11.39207649230957,14.0,265.3399963378906,7.420000076293945,371.1111145019531,31.299999237060547,,127.20933532714844,,30.170068740844727,2.619999885559082,58.920509338378906
2013-01-11,32.90999984741211,52.997318267822266,11.37344741821289,14.470000267028809,267.94000244140625,7.539999961853027,370.3653564453125,31.719999313354492,,126.98713684082031,,30.908126831054688,2.6700000762939453,59.15321350097656
2013-01-14,33.2599983215332,51.10782241821289,11.364130020141602,14.778571128845215,272.7300109863281,7.599999904632568,361.98699951171875,30.950000762939453,,126.06108856201172,,31.115137100219727,2.640000104904175,58.868804931640625
2013-01-15,33.900001525878906,49.49540710449219,11.159202575683594,14.527142524719238,271.8999938964844,7.599999904632568,362.82781982421875,30.100000381469727,,125.56099700927734,,30.485090255737305,2.680000066757202,59.45489501953125
2013-01-16,34.099998474121094,51.549888610839844,11.261669158935547,13.925714492797852,268.92999267578125,7.670000076293945,357.95294189453125,29.850000381469727,,130.6542510986328,,31.10614013671875,2.7200000286102295,59.65313720703125
2013-01-17,34.380001068115234,51.20256042480469,11.410706520080566,13.95714282989502,270.4800109863281,7.809999942779541,356.0160217285156,30.139999389648438,,130.58010864257812,,31.331159591674805,2.740000009536743,59.34285354614258
2013-01-18,34.52000045776367,50.92958068847656,11.336187362670898,14.167142868041992,272.1199951171875,7.889999866485596,352.60760498046875,29.65999984741211,,133.76568603515625,,30.99813461303711,2.4600000381469727,59.644527435302734
2013-01-22,35.189998626708984,51.41545486450195,11.28029727935791,13.972857475280762,270.19000244140625,7.840000152587891,351.7867736816406,30.729999542236328,,135.15475463867188,,30.99813461303711,2.450000047683716,59.97206115722656
2013-01-23,36.0,52.35663604736328,11.29892635345459,14.751428604125977,268.1099853515625,7.78000020980835,371.1211242675781,30.81999969482422,,134.7936248779297,,30.980125427246094,2.7300000190734863,59.89447021484375
2013-01-24,36.9900016784668,45.887550354003906,11.354815483093262,20.979999542236328,273.4599914550781,7.829999923706055,377.48248291015625,31.079999923706055,,134.23794555664062,,30.539104461669922,2.7899999618530273,60.153072357177734
2013-01-25,36.97999954223633,44.80580520629883,11.559746742248535,24.222856521606445,283.989990234375,7.869999885559082,377.21221923828125,31.540000915527344,,133.77499389648438,,30.74611473083496,2.8499999046325684,59.47214126586914
2013-01-28,38.029998779296875,45.81930923461914,11.746040344238281,23.158571243286133,276.0400085449219,7.820000171661377,375.7407531738281,32.470001220703125,,133.4878692626953,,31.03413200378418,2.819999933242798,59.7738151550293
2013-01-29,37.95000076293945,46.67899703979492,11.494538307189941,24.15999984741211,260.3500061035156,7.579999923706055,377.21722412109375,30.790000915527344,,136.21966552734375,,31.115137100219727,2.740000009536743,60.23924255371094
2013-01-30,37.52000045776367,46.532325744628906,11.475911140441895,23.957143783569336,272.760009765625,7.650000095367432,377.29229736328125,31.239999771118164,,136.26597595214844,,31.547163009643555,2.6500000953674316,60.11857223510742
2013-01-31,37.5099983215332,46.39582824707031,11.420021057128906,23.605714797973633,265.5,7.559999942779541,378.2232360839844,30.979999542236328,,136.92344665527344,,32.195220947265625,2.5999999046325684,60.29094314575195
2013-02-01,38.29999923706055,46.20534896850586,11.52248477935791,23.542856216430664,265.0,7.829999923706055,388.1882019042969,29.729999542236328,,138.81259155273438,,32.63624572753906,2.5999999046325684,60.75640106201172
2013-02-04,37.7400016784668,45.05433654785156,11.326872825622559,24.96285629272461,259.9800109863281,7.760000228881836,379.889892578125,28.110000610351562,,136.60862731933594,,31.664180755615234,2.5199999809265137,60.015140533447266
2013-02-05,38.130001068115234,46.63520050048828,11.587689399719238,24.912857055664062,266.8900146484375,7.869999885559082,383.2532653808594,28.639999389648438,,139.32191467285156,,31.871196746826172,2.5999999046325684,60.99772644042969
2013-02-06,39.16999816894531,46.585289001464844,11.494538307189941,26.34428596496582,262.2200012207031,7.949999809265137,385.470458984375,29.049999237060547,,139.94232177734375,,32.07820510864258,2.5999999046325684,61.4631462097168
2013-02-07,39.47999954223633,49.70866775512695,11.447965621948242,25.994285583496094,260.2300109863281,7.730000019073486,387.36236572265625,28.649999618530273,,139.14596557617188,,31.46615982055664,2.569999933242798,61.394222259521484
2013-02-08,39.2400016784668,50.42634582519531,11.52248477935791,25.85285758972168,261.95001220703125,7.75,393.07806396484375,28.549999237060547,,140.38685607910156,,31.790199279785156,2.5899999141693115,61.60968780517578
2013-02-11,38.41999816894531,50.95186233520508,11.652892112731934,25.412857055664062,257.2099914550781,7.909999847412109,391.6015930175781,28.260000228881836,,140.9794921875,,31.86219024658203,2.6700000762939453,61.54073715209961
2013-02-12,37.88999938964844,49.67469024658203,11.578374862670898,25.421428680419922,258.70001220703125,7.920000076293945,390.7407531738281,27.3700008392334,,142.71116638183594,,31.628173828125,2.7699999809265137,61.54073715209961
2013-02-13,38.45000076293945,49.580196380615234,11.52248477935791,26.610000610351562,269.4700012207031,7.949999809265137,391.8218078613281,27.90999984741211,,143.09083557128906,,31.655183792114258,2.75,61.53211975097656
2013-02-14,38.27000045776367,49.535614013671875,11.857818603515625,26.77142906188965,269.239990234375,8.079999923706055,394.3042907714844,28.5,,144.39657592773438,,32.07820510864258,2.75,61.04082489013672
